dataset,phase_source,condition,regime,active_or_passive,target_type,source_file,row_id,SMI,observed_Gamma_h_to_d,Gamma_divider,residual,absolute_residual,relative_error,absolute_relative_error,log10_absolute_relative_error,exploratory_only,source_caveat,A_h_mV,Gamma_h_to_s,R_neck_Mohm,R_in_d_Mohm,A_d_mV,A_s_mV,neck_length_um,neck_radius_um,path_length_um,branch_order,membrane_area_um2,Zin_Mohm,Ztransfer_Mohm,transfer_gain,synaptic_conductance_scale,dynamic_SMI_abs,phase2_row_id,head_radius_um,SMI_class,log10_SMI,log10_R_neck_Mohm,log10_R_in_d_Mohm,log10_Zin_Mohm,log10_Ztransfer_Mohm,log10_transfer_gain,log10_dynamic_SMI_abs,source_head_radius_note
phase02_fixed_load_geometry_sweep,phase02,row_40,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,40,0.5395198715338577,0.2303058645555266,0.6495531616644076,-0.419247297108881,0.419247297108881,-0.6454395449859817,0.6454395449859817,-0.1901444296307938,False,,7.292524210271781,0.0840023297367988,77.9534415143977,144.48669201520914,,0.6125890233248388,0.3,0.035,,,,,,,,,47,0.35,intermediate,-0.2679925548020751,1.8918352933249771,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_41,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,41,0.3080955258123194,0.3774174638606583,0.7644701631243681,-0.3870526992637098,0.3870526992637098,-0.5063019041604401,0.5063019041604401,-0.2955904392637284,False,,4.576654138310585,0.1372965289037815,44.51570334930853,144.48669201520914,,0.6283587271831703,0.3,0.0463157894736842,,,,,,,,,48,0.35,intermediate,-0.5113146084962032,1.6485132396308493,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_42,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,42,0.1989859887734286,0.5385960259169533,0.8340381033334737,-0.2954420774165204,0.2954420774165204,-0.3542309113165225,0.3542309113165225,-0.4507135435738384,False,,3.2510601792605787,0.1956771136062205,28.750827275248245,144.48669201520914,,0.6361580720378318,0.3,0.0576315789473684,,,,,,,,,49,0.35,low,-0.7011775025481402,1.4586503455789122,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_43,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,43,0.1390298789051106,0.685740383445994,0.8779400949176569,-0.1921997114716629,0.1921997114716629,-0.2189212140831654,0.2189212140831654,-0.6597121520325598,False,,2.5729401858132217,0.2489562712056591,20.08796729427453,144.48669201520914,,0.6405495946952555,0.3,0.0689473684210526,,,,,,,,,50,0.35,low,-0.8568918555073943,1.302935992619658,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_44,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,44,0.1025914217421382,0.7824252105870757,0.9069542718008456,-0.1245290612137699,0.1245290612137699,-0.1373046746519043,0.1373046746519043,-0.8623146765945123,False,,2.265533573652931,0.2839315481077233,14.82309515665876,144.48669201520914,,0.6432564548572994,0.3,0.0802631578947368,,,,,,,,,51,0.35,low,-0.9888889515614754,1.1709388965655771,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_45,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,45,0.0788047216240785,0.8396878128201513,0.9269518198757578,-0.0872640070556065,0.0872640070556065,-0.0941408228394252,0.0941408228394252,-1.0262220100546997,False,,2.117502307650593,0.3046226678785634,11.386233542642533,144.48669201520914,,0.6450392021955381,0.3,0.091578947368421,,,,,,,,,52,0.35,low,-1.1034477607610655,1.056380087365987,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_46,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,46,0.0624248075795057,0.8764640622536226,0.9412430817370252,-0.0647790194834025,0.0647790194834025,-0.068822837309843,0.068822837309843,-1.1622674269983226,False,,2.0329461609678163,0.3179002851811573,9.019553946848736,144.48669201520914,,0.6462741643296077,0.3,0.1028947368421052,,,,,,,,,53,0.35,low,-1.204642787659637,0.9551850604674155,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_47,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,47,0.050667709059241,0.9016419621021734,0.9517757054658048,-0.0501337433636314,0.0501337433636314,-0.0526739052864305,0.0526739052864305,-1.2784044815006466,False,,1.9791859834075305,0.3269850754278421,7.320809673958784,144.48669201520914,,0.6471642780702391,0.3,0.1142105263157894,,,,,,,,,54,0.35,low,-1.2952687318929255,0.8645591162341273,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_48,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,48,0.041944398329718,0.9197073323688534,0.9597441107251437,-0.0400367783562901,0.0400367783562901,-0.041716096935505,0.041716096935505,-1.37969633204484,False,,1.9425049807183377,0.3335006803723127,6.060407363229219,144.48669201520914,,0.6478267326961717,0.3,0.1255263157894736,,,,,,,,,55,0.35,low,-1.3773260309481314,0.782501817178921,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_49,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,49,0.0352942566847722,0.9331436092464808,0.9659089611896507,-0.0327653519431699,0.0327653519431699,-0.0339217806850191,0.0339217806850191,-1.4695213580255946,False,,1.9161887945610967,0.3383450167982212,5.099550395518423,144.48669201520914,,0.6483329298843377,0.3,0.1368421052631578,,,,,,,,,56,0.35,low,-1.452295960137502,0.7075318879895507,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_50,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,50,0.0301088340107783,0.9434262494200218,0.970771210752996,-0.027344961332974,0.027344961332974,-0.0281682862347797,0.0281682862347797,-1.5502395747898403,False,,1.896581833684185,0.3420513249313973,4.35032582665239,144.48669201520914,,0.6487283290524948,0.3,0.1481578947368421,,,,,,,,,57,0.35,low,-1.521306062570597,0.6385217855564564,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_51,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,51,0.025987558429899,0.951480723304229,0.9746706885318682,-0.0231899652276392,0.0231899652276392,-0.0237926158039798,0.0237926158039798,-1.6235578082030306,False,,1.8815354609360984,0.3449539129303999,3.754856351088077,144.48669201520914,,0.6490430195672109,0.3,0.1594736842105263,,,,,,,,,58,0.35,low,-1.5852345212004768,0.5745933269265764,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_52,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,52,0.0226579875346032,0.9579129820720832,0.9778440223312328,-0.0199310402591496,0.0199310402591496,-0.020382637520893,0.020382637520893,-1.6907396188254191,False,,1.869711444288644,0.347271522142743,3.273777666596664,144.48669201520914,,0.6492975392258238,0.3,0.1707894736842105,,,,,,,,,59,0.35,low,-1.6447786664686423,0.5150491816584105,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_53,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,53,0.0199295979809766,0.9631349819196764,0.9804598297564572,-0.0173248478367806,0.0173248478367806,-0.0176701250892493,0.0176701250892493,-1.7527603760518986,False,,1.8602350398816407,0.3491528099395704,2.8795616854643096,144.48669201520914,,0.649506291322724,0.3,0.1821052631578947,,,,,,,,,60,0.35,low,-1.7005014617814205,0.4593263863456333,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_54,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,54,0.0176659114397934,0.9674343669519018,0.9826407554373128,-0.0152063884854108,0.0152063884854108,-0.0154750231977132,0.0154750231977132,-1.8103686912815888,False,,1.852514287018728,0.3507015421031302,2.552489105369394,144.48669201520914,,0.6496796172255487,0.3,0.1934210526315789,,,,,,,,,61,0.35,low,-1.7528639510362942,0.40696389709075903,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_55,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,55,0.0157670895109773,0.9710181295267284,0.9844776527278826,-0.0134595232011541,0.0134595232011541,-0.0136717407082418,0.0136717407082418,-1.8641761868326387,False,,1.846134031164126,0.3519923718202477,2.2781346061488184,144.48669201520914,,0.6498250963275359,0.3,0.2047368421052631,,,,,,,,,62,0.35,low,-1.8022484668472825,0.35757938127977107,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_56,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,56,0.014158733678756,0.974037677000796,0.9860389372900268,-0.0120012602892307,0.0120012602892307,-0.0121711829374754,0.0121711829374754,-1.914667209916901,False,,1.84079693904568,0.3530798926552372,2.045748592367796,144.48669201520914,,0.6499483856383381,0.3,0.2160526315789473,,,,,,,,,63,0.35,low,-1.8489755871067868,0.3108522610202674,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_57,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,57,0.0127844851245852,0.9766059045581608,0.9873768947763722,-0.0107709902182114,0.0107709902182114,-0.0109086917824332,0.0109086917824332,-1.9622273287642344,False,,1.8362851844157813,0.3540048036588653,1.847187964768975,144.48669201520914,,0.650053776170792,0.3,0.2273684210526315,,,,,,,,,64,0.35,low,-1.8933167578256926,0.2665110903013622,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_58,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,58,0.0116010193989932,0.9788094760306676,0.9885320208495978,-0.0097225448189302,0.0097225448189302,-0.0098353362499821,0.0098353362499821,-2.0072107878528787,False,,1.8324340596905104,0.3547983442136485,1.6761929169648069,144.48669201520914,,0.6501445702588871,0.3,0.2386842105263157,,,,,,,,,65,0.35,low,-1.9355038469880963,0.22432400113895845,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_59,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,59,0.0105745894820636,0.9807140662283296,0.9895360623628154,-0.0088219961344858,0.0088219961344858,-0.0089152851220204,0.0089152851220204,-2.049864762983294,False,,1.829120324335673,0.3554841822287017,1.5278874536821954,144.48669201520914,,0.6502233426943643,0.3,0.25,,,,,,,,,66,0.35,low,-1.9757364834455995,0.1840913646814534,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_60,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,60,0.7193598287118104,0.177495366853569,0.5816118204583309,-0.4041164536047619,0.4041164536047619,-0.6948215964495076,0.6948215964495076,-0.1581266912711596,False,,9.265039784818637,0.0648680117398234,103.93792201919696,144.48669201520914,,0.6010047095315468,0.4,0.035,,,,,,,,,67,0.35,intermediate,-0.1430538181937751,2.0167740299332775,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_61,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,61,0.410794034416426,0.29380526983796,0.7088206893458047,-0.4150154195078446,0.4150154195078446,-0.5855012780324977,0.5855012780324977,-0.2324721526123598,False,,5.805537897440274,0.1070073415331129,59.35427113241136,144.48669201520914,,0.621235176574822,0.4,0.0463157894736842,,,,,,,,,68,0.35,intermediate,-0.38637587188790323,1.7734519762391492,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_62,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,62,0.2653146516979048,0.4280876428236985,0.7903172532287653,-0.3622296104050668,0.3622296104050668,-0.4583344333243549,0.4583344333243549,-0.3388175142563827,False,,4.0564319284559085,0.1556510142695482,38.33443636699766,144.48669201520914,,0.6313877439795418,0.4,0.0576315789473684,,,,,,,,,69,0.35,intermediate,-0.5762387659398402,1.583589082187212,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_63,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,63,0.1853731718734808,0.5678440538072584,0.843616190857012,-0.2757721370497535,0.2757721370497535,-0.3268928928089946,0.3268928928089946,-0.4855945215957989,False,,3.088910967215197,0.2062695983008803,26.78395639236605,144.48669201520914,,0.6371484243946623,0.4,0.0689473684210526,,,,,,,,,70,0.35,low,-0.7319531188990943,1.427874729227958,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_64,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,64,0.136788562322851,0.6918889218223323,0.879671060339185,-0.1877821385168526,0.1877821385168526,-0.2134685872744834,0.2134685872744834,-0.6706660240444284,False,,2.550804445866153,0.2511816426349019,19.764126875545013,144.48669201520914,,0.6407152507530711,0.4,0.0802631578947368,,,,,,,,,71,0.35,low,-0.8639502149531751,1.295877633173877,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_65,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,65,0.1050729621654381,0.7761701436562239,0.9049176246611418,-0.1287474810049178,0.1287474810049178,-0.142275360205443,0.142275360205443,-0.846870306193802,False,,2.283064166313048,0.2816702232535675,15.181644723523377,144.48669201520914,,0.6430711934276162,0.4,0.091578947368421,,,,,,,,,72,0.35,low,-0.9785090241527653,1.1813188239742871,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_66,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,66,0.0832330767726742,0.8293855843357469,0.9231623566918264,-0.0937767723560795,0.0937767723560795,-0.1015821016490866,0.1015821016490866,-0.9931828062233168,False,,2.1425825243107792,0.3009015248732475,12.026071929131646,144.48669201520914,,0.6447063487318855,0.4,0.1028947368421052,,,,,,,,,73,0.35,low,-1.0797040510513374,1.0801237970757154,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_67,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,67,0.0675569454123214,0.8651604878454817,0.936718180980754,-0.0715576931352723,0.0715576931352723,-0.0763919123042436,0.0763919123042436,-1.116952618224896,False,,2.0581418190624423,0.3138202525397959,9.76107956527838,144.48669201520914,,0.6458865854208906,0.4,0.1142105263157894,,,,,,,,,74,0.35,low,-1.1703299952846251,0.9894978528424273,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_68,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,68,0.055925864439624,0.8905025494300314,0.9470361828201797,-0.0565336333901481,0.0565336333901481,-0.0596953257074049,0.0596953257074049,-1.224059673878278,False,,2.002580098009188,0.322966261666106,8.080543150972293,144.48669201520914,,0.6467658079409716,0.4,0.1255263157894736,,,,,,,,,75,0.35,low,-1.2523872943398315,0.907440553787221,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_69,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,69,0.0470590089130296,0.909177346839164,0.955056010680924,-0.0458786638417599,0.0458786638417599,-0.0480376682924072,0.0480376682924072,-1.3184180810425927,False,,1.9637001670371053,0.3297031390553782,6.799400527357898,144.48669201520914,,0.647438109235704,0.4,0.1368421052631578,,,,,,,,,76,0.35,low,-1.3273572235292022,0.8324706245978507,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_70,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,70,0.0401451120143711,0.9233708731792308,0.9614043160414176,-0.0380334428621866,0.0380334428621866,-0.0395602996861813,0.0395602996861813,-1.4027404270960442,False,,1.935249641945164,0.3348217091359589,5.80043443553652,144.48669201520914,,0.6479635927208321,0.4,0.1481578947368421,,,,,,,,,77,0.35,low,-1.3963673259622966,0.7634605221647565,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
phase02_fixed_load_geometry_sweep,phase02,row_71,fixed_load_geometry_sweep,passive,Gamma_h_to_d_peak,results\phase02\Figure3_geometry_sweep.csv,71,0.034650077906532,0.9344300754225312,0.9665103413739248,-0.0320802659513934,0.0320802659513934,-0.0331918496658715,0.0331918496658715,-1.4789685452021704,False,,1.9137108961308908,0.3388087605308665,5.006475134784102,144.48669201520914,,0.648382016732521,0.4,0.1594736842105263,,,,,,,,,78,0.35,low,-1.460295784592177,0.6995320635348763,2.1598278481270525,,,,,default 0.35 um used when source row did not carry head size
